Player;Federation;Opponent;Stage;Matchday;Match Number;Minutes Played;Game Started;Substitute;Goals;Man of the Match;Date of Birth;Boot Brand;Boot Type;Boot Colour;Boot Version;Notes;ID Opta;Opta Position;Squad Number;Match Length;Exact Time
Pickford, Jordan;England;Serbia;Group Stage;1;5;90;1;0;0;0;1994-03-07;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;111234;Goalkeeper;1;97;97
Kane, Harry;England;Serbia;Group Stage;1;5;90;1;0;0;0;1993-07-28;Skechers;SKX 01 Low;Silver/Green;New;;78830;Forward;9;97;97
Alexander-Arnold, Trent;England;Serbia;Group Stage;1;5;69;1;0;0;0;1998-10-07;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;169187;Midfielder;8;97;72
Foden, Phil;England;Serbia;Group Stage;1;5;90;1;0;0;0;2000-05-28;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;209244;Midfielder;11;97;97
Stones, John;England;Serbia;Group Stage;1;5;90;1;0;0;0;1994-05-28;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;97299;Defender;5;97;97
Walker, Kyle;England;Serbia;Group Stage;1;5;90;1;0;0;0;1990-05-28;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;58621;Defender;2;97;97
Bowen, Jarrod;England;Serbia;Group Stage;1;5;14;0;1;0;0;1996-12-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;178186;Forward;20;97;19
Guéhi, Marc;England;Serbia;Group Stage;1;5;90;1;0;0;0;2000-07-13;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;209036;Defender;6;97;97
Saka, Bukayo;England;Serbia;Group Stage;1;5;76;1;0;0;0;2001-09-05;New Balance;Furon v7+ Pro;White/Gold/Black;New;;223340;Midfielder;7;97;78
Rice, Declan;England;Serbia;Group Stage;1;5;90;1;0;0;0;1999-01-14;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;204480;Midfielder;4;97;97
Bellingham, Jude;England;Serbia;Group Stage;1;5;86;1;0;1;1;2003-06-29;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;244855;Midfielder;10;97;89
Kurtic, Jasmin;Slovenia;Denmark;Group Stage;1;6;1;0;1;0;0;1989-01-10;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;92519;Midfielder;14;96;1
Verbic, Benjamin;Slovenia;Denmark;Group Stage;1;6;23;0;1;0;0;1993-11-27;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;;112604;Midfielder;7;96;28
Elsnik, Timi Max;Slovenia;Denmark;Group Stage;1;6;76;1;0;0;0;1998-04-29;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;207020;Midfielder;10;96;77
Stojanovic, Petar;Slovenia;Denmark;Group Stage;1;6;67;1;0;0;0;1995-10-07;Nike;Mercurial Vapor XIV Elite;Chlorine Blue/Laser Orange/Marina;New;;153814;Midfielder;20;96;68
Bijol, Jaka;Slovenia;Denmark;Group Stage;1;6;90;1;0;0;0;1999-02-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;434752;Defender;6;96;96
Janza, Erik;Slovenia;Denmark;Group Stage;1;6;90;1;0;1;0;1993-06-21;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;101959;Defender;13;96;96
Gnezda Cerin, Adam;Slovenia;Denmark;Group Stage;1;6;90;1;0;0;0;1999-07-16;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;234809;Midfielder;22;96;96
Drkusic, Vanja;Slovenia;Denmark;Group Stage;1;6;90;1;0;0;0;1999-10-30;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;462097;Defender;21;96;96
Sesko, Benjamin;Slovenia;Denmark;Group Stage;1;6;89;1;0;0;0;2003-05-31;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;485711;Forward;11;96;96
Sporar, Andraz;Slovenia;Denmark;Group Stage;1;6;89;1;0;0;0;1994-02-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;107798;Forward;9;96;96
Celar, Zan;Slovenia;Denmark;Group Stage;1;6;15;0;1;0;0;1999-03-14;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;429647;Forward;19;96;20
Gorenc Stankovic, Jon;Slovenia;Denmark;Group Stage;1;6;14;0;1;0;0;1996-01-14;Nike;Tiempo Legend X Elite;Dark Atomic Teal/Sail;New;;192301;Midfielder;5;96;20
Karnicnik, Zan;Slovenia;Denmark;Group Stage;1;6;90;1;0;0;0;1994-09-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;457317;Defender;2;96;96
Mlakar, Jan;Slovenia;Denmark;Group Stage;1;6;75;1;0;0;0;1998-10-23;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;207025;Midfielder;17;96;76
Brekalo, David;Slovenia;Denmark;Group Stage;1;6;1;0;1;0;0;1998-12-03;adidas;X Crazyfast.1;Solar Red/White/Team Solar Yellow;New;;487262;Defender;23;96;1
Oblak, Jan;Slovenia;Denmark;Group Stage;1;6;90;1;0;0;0;1993-01-07;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;81352;Goalkeeper;1;96;96
Nørgaard, Christian;Denmark;Slovenia;Group Stage;1;6;6;0;1;0;0;1994-03-10;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;128295;Midfielder;15;96;12
Kristiansen, Victor;Denmark;Slovenia;Group Stage;1;6;78;1;0;0;0;2002-12-16;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;481510;Midfielder;17;96;79
Wind, Jonas;Denmark;Slovenia;Group Stage;1;6;83;1;0;0;0;1999-02-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;226973;Forward;19;96;84
Vestergaard, Jannik;Denmark;Slovenia;Group Stage;1;6;90;1;0;0;0;1992-08-03;adidas;Copa Pure .1;White/Core Black/Lucid Lemon;New;;93100;Defender;3;96;96
Hjulmand, Morten;Denmark;Slovenia;Group Stage;1;6;89;1;0;0;0;1999-06-25;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;454812;Midfielder;21;96;90
Eriksen, Christian;Denmark;Slovenia;Group Stage;1;6;90;1;0;1;1;1992-02-14;Nike;Tiempo Legend X Elite;Dark Atomic Teal/Sail;New;;80607;Forward;10;96;96
Poulsen, Yussuf;Denmark;Slovenia;Group Stage;1;6;7;0;1;0;0;1994-06-15;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;166028;Forward;20;96;12
Højlund, Rasmus;Denmark;Slovenia;Group Stage;1;6;83;1;0;0;0;2003-02-04;Nike;Mercurial Vapor XV Elite;Atmosphere Grey/Black;New;;497894;Forward;9;96;84
Højbjerg, Pierre-Emile;Denmark;Slovenia;Group Stage;1;6;84;1;0;0;0;1995-08-05;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;132015;Midfielder;23;96;85
Mæhle, Joakim;Denmark;Slovenia;Group Stage;1;6;12;0;1;0;0;1997-05-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;229220;Defender;5;96;18
Bah, Alexander;Denmark;Slovenia;Group Stage;1;6;90;1;0;0;0;1997-12-09;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;;461266;Midfielder;18;96;96
Dolberg, Kasper;Denmark;Slovenia;Group Stage;1;6;7;0;1;0;0;1997-10-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;209914;Forward;12;96;12
Schmeichel, Kasper;Denmark;Slovenia;Group Stage;1;6;90;1;0;0;0;1986-11-05;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;17745;Goalkeeper;1;96;96
Andersen, Joachim;Denmark;Slovenia;Group Stage;1;6;90;1;0;0;0;1996-05-31;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;174874;Defender;2;96;96
Christensen, Andreas;Denmark;Slovenia;Group Stage;1;6;90;1;0;0;0;1996-04-10;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;135363;Defender;6;96;96
Delaney, Thomas;Denmark;Slovenia;Group Stage;1;6;1;0;1;0;0;1991-09-03;Nike;Phantom GX II Elite;White/Black/Metallic Gold Coin;New;;68640;Midfielder;8;96;6
Piotrowski, Jakub;Poland;Netherlands;Group Stage;1;7;12;0;1;0;0;1997-10-04;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;219155;Midfielder;6;97;18
Salamon, Bartosz;Poland;Netherlands;Group Stage;1;7;86;1;0;0;0;1991-05-01;Nike;Tiempo Legend VII Elite;White/Metallic Cool Grey/Blue Hero;New;;50246;Defender;2;97;87
Bereszynski, Bartosz;Poland;Netherlands;Group Stage;1;7;4;0;1;0;0;1992-07-12;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;84724;Defender;18;97;10
Zielinski, Piotr;Poland;Netherlands;Group Stage;1;7;78;1;0;0;0;1994-05-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;126440;Midfielder;10;97;79
Sebastian Szymanski;Poland;Netherlands;Group Stage;1;7;45;1;0;0;0;1999-05-10;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;234516;Midfielder;20;97;47
Buksa, Adam;Poland;Netherlands;Group Stage;1;7;90;1;0;1;0;1996-07-12;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;186734;Forward;16;97;97
Bednarek, Jan;Poland;Netherlands;Group Stage;1;7;90;1;0;0;0;1996-04-12;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;171771;Defender;5;97;97
Zalewski, Nicola;Poland;Netherlands;Group Stage;1;7;90;1;0;0;0;2002-01-23;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;466147;Midfielder;21;97;97
Slisz, Bartosz;Poland;Netherlands;Group Stage;1;7;35;0;1;0;0;1999-03-29;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;243503;Midfielder;24;97;41
Romanczuk, Taras;Poland;Netherlands;Group Stage;1;7;55;1;0;0;0;1991-11-14;Nike;Tiempo Legend VII Elite;White/Metallic Cool Grey/Blue Hero;New;;192767;Midfielder;13;97;56
Moder, Jakub;Poland;Netherlands;Group Stage;1;7;45;0;1;0;0;1999-04-07;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;243505;Midfielder;8;97;51
Frankowski, Przemyslaw;Poland;Netherlands;Group Stage;1;7;90;1;0;0;0;1995-04-12;Kipsta;CLR900;White/Volt;New;;140040;Midfielder;19;97;97
Swiderski, Karol;Poland;Netherlands;Group Stage;1;7;35;0;1;0;0;1997-01-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;192247;Forward;7;97;41
Kiwior, Jakub;Poland;Netherlands;Group Stage;1;7;90;1;0;0;0;2000-02-15;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;440854;Defender;14;97;97
Szczesny, Wojciech;Poland;Netherlands;Group Stage;1;7;90;1;0;0;0;1990-04-18;New Balance;Tekela V4 Magia;Copper/Black;New;Laceless;59936;Goalkeeper;1;97;97
Urbanski, Kacper;Poland;Netherlands;Group Stage;1;7;55;1;0;0;0;2004-09-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;500922;Forward;26;97;56
Simons, Xavi;Netherlands;Poland;Group Stage;1;7;62;1;0;0;0;2003-04-21;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;493362;Midfielder;7;97;64
Malen, Donyell;Netherlands;Poland;Group Stage;1;7;28;0;1;0;0;1999-01-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;204646;Forward;18;97;34
Verbruggen, Bart;Netherlands;Poland;Group Stage;1;7;90;1;0;0;0;2002-08-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;489639;Goalkeeper;1;97;97
Wijnaldum, Georginio;Netherlands;Poland;Group Stage;1;7;28;0;1;0;0;1990-11-11;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;41733;Midfielder;8;97;34
van de Ven, Micky;Netherlands;Poland;Group Stage;1;7;3;0;1;0;0;2001-04-19;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;491279;Defender;15;97;9
Veerman, Joey;Netherlands;Poland;Group Stage;1;7;62;1;0;0;0;1998-11-19;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;231653;Midfielder;16;97;63
Weghorst, Wout;Netherlands;Poland;Group Stage;1;7;9;0;1;1;0;1992-08-07;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;120202;Forward;9;97;15
Reijnders, Tijjani;Netherlands;Poland;Group Stage;1;7;90;1;0;0;0;1998-07-29;Mizuno;Alpha;Laser Blue/White/Gold;New;;433036;Midfielder;14;97;97
Aké, Nathan;Netherlands;Poland;Group Stage;1;7;87;1;0;0;0;1995-02-18;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;126184;Defender;5;97;88
Dumfries, Denzel;Netherlands;Poland;Group Stage;1;7;90;1;0;0;0;1996-04-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;199432;Defender;22;97;97
Gakpo, Cody;Netherlands;Poland;Group Stage;1;7;81;1;0;1;1;1999-05-07;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;243298;Midfielder;11;97;82
Depay, Memphis;Netherlands;Poland;Group Stage;1;7;81;1;0;0;0;1994-02-13;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;106824;Forward;10;97;82
de Vrij, Stefan;Netherlands;Poland;Group Stage;1;7;90;1;0;0;0;1992-02-05;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;78140;Defender;6;97;97
Schouten, Jerdy;Netherlands;Poland;Group Stage;1;7;90;1;0;0;0;1997-01-12;adidas;X 19.1;White/Core Black/Shock Pink;New;;230152;Midfielder;24;97;97
van Dijk, Virgil;Netherlands;Poland;Group Stage;1;7;90;1;0;0;0;1991-07-08;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;97032;Defender;4;97;97
Frimpong, Jeremie;Netherlands;Poland;Group Stage;1;7;9;0;1;0;0;2000-12-10;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;216094;Defender;12;97;15
Trauner, Gernot;Austria;France;Group Stage;1;8;31;0;1;0;0;1992-03-25;Nike;Tiempo Legend X Elite;White/Black/Bright Crimson;New;;84807;Defender;3;101;41
Laimer, Konrad;Austria;France;Group Stage;1;8;89;1;0;0;0;1997-05-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;109126;Midfielder;20;101;92
Mwene, Phillipp;Austria;France;Group Stage;1;8;88;1;0;0;0;1994-01-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;160158;Defender;16;101;89
Posch, Stefan;Austria;France;Group Stage;1;8;90;1;0;0;0;1997-05-14;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;191803;Defender;5;101;101
Arnautovic, Marko;Austria;France;Group Stage;1;8;31;0;1;0;0;1989-04-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;41464;Forward;7;101;41
Prass, Alexander;Austria;France;Group Stage;1;8;2;0;1;0;0;2001-05-26;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;442305;Midfielder;8;101;12
Pentz, Patrick;Austria;France;Group Stage;1;8;90;1;0;0;0;1997-01-02;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;208766;Goalkeeper;13;101;101
Sabitzer, Marcel;Austria;France;Group Stage;1;8;90;1;0;0;0;1994-03-17;Nike;Mercurial Superfly IX Elite;White/Black/Metallic Gold;New;;101338;Midfielder;9;101;101
Wimmer, Patrick;Austria;France;Group Stage;1;8;30;0;1;0;0;2001-05-30;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;486206;Midfielder;23;101;41
Danso, Kevin;Austria;France;Group Stage;1;8;90;1;0;0;0;1998-09-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;135720;Defender;4;101;101
Wöber, Max;Austria;France;Group Stage;1;8;59;1;0;OG;0;1998-02-04;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;220087;Defender;2;101;60
Seiwald, Nicolas;Austria;France;Group Stage;1;8;90;1;0;0;0;2001-05-04;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;478196;Midfielder;6;101;101
Gregoritsch, Michael;Austria;France;Group Stage;1;8;59;1;0;0;0;1994-04-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;62480;Forward;11;101;60
Grillitsch, Florian;Austria;France;Group Stage;1;8;60;1;0;0;0;1995-08-07;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;210159;Midfielder;10;101;61
Schmid, Romano;Austria;France;Group Stage;1;8;1;0;1;0;0;2000-01-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;228564;Midfielder;18;101;9
Baumgartner, Christoph;Austria;France;Group Stage;1;8;90;1;0;0;0;1999-08-01;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;454831;Midfielder;19;101;101
Upamecano, Dayot;France;Austria;Group Stage;1;8;90;1;0;0;0;1998-10-27;Nike;Phantom Luna II Elite;White/Black/Metallic Gold Coin;New;;199661;Defender;4;101;101
Thuram, Marcus;France;Austria;Group Stage;1;8;90;1;0;0;0;1997-08-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;205880;Midfielder;15;101;101
Koundé, Jules;France;Austria;Group Stage;1;8;90;1;0;0;0;1998-11-12;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;220325;Defender;5;101;101
Griezmann, Antoine;France;Austria;Group Stage;1;8;89;1;0;0;0;1991-03-21;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;76650;Midfielder;7;101;92
Rabiot, Adrien;France;Austria;Group Stage;1;8;71;1;0;0;0;1995-04-03;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;120743;Midfielder;14;101;72
Fofana, Youssouf;France;Austria;Group Stage;1;8;1;0;1;0;0;1999-01-10;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;461913;Midfielder;19;101;10
Hernández, Théo;France;Austria;Group Stage;1;8;90;1;0;0;0;1997-10-06;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;222784;Defender;22;101;101
Kanté, N'Golo;France;Austria;Group Stage;1;8;90;1;0;0;1;1991-03-29;adidas;X 18.1;Active Red/Silver Metallic/Bold Blue;New;;116594;Midfielder;13;101;101
Camavinga, Eduardo;France;Austria;Group Stage;1;8;19;0;1;0;0;2002-11-10;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;475561;Midfielder;6;101;29
Mbappé, Kylian;France;Austria;Group Stage;1;8;89;1;0;0;0;1998-12-20;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;220160;Forward;10;101;91
Giroud, Olivier;France;Austria;Group Stage;1;8;1;0;1;0;0;1986-09-30;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;44346;Forward;9;101;10
Dembélé, Ousmane;France;Austria;Group Stage;1;8;71;1;0;0;0;1997-05-15;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;219438;Midfielder;11;101;72
Saliba, William;France;Austria;Group Stage;1;8;90;1;0;0;0;2001-03-24;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;462424;Defender;17;101;101
Kolo Muani, Randal;France;Austria;Group Stage;1;8;19;0;1;0;0;1998-12-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;247693;Forward;12;101;29
Maignan, Mike;France;Austria;Group Stage;1;8;90;1;0;0;0;1995-07-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;129487;Goalkeeper;16;101;101
Lukébakio, Dodi;Belgium;Slovakia;Group Stage;1;9;6;0;1;0;0;1997-09-24;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;219002;Forward;14;101;15
Lukaku, Romelu;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;1993-05-13;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;66749;Forward;10;101;101
Onana, Amadou;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;2001-08-16;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;449871;Midfielder;24;101;101
Faes, Wout;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;1998-04-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;218218;Defender;4;101;101
De Bruyne, Kevin;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;1991-06-28;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;61366;Midfielder;7;101;101
Tielemans, Youri;Belgium;Slovakia;Group Stage;1;9;16;0;1;0;0;1997-05-07;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;166989;Midfielder;8;101;25
Castagne, Timothy;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;1995-12-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;166477;Defender;21;101;101
Doku, Jérémy;Belgium;Slovakia;Group Stage;1;9;84;1;0;0;0;2002-05-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;248875;Midfielder;22;101;86
Bakayoko, Johan;Belgium;Slovakia;Group Stage;1;9;33;0;1;0;0;2003-04-20;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;Shoe lace removed;519638;Forward;19;101;42
Openda, Loïs;Belgium;Slovakia;Group Stage;1;9;6;0;1;0;0;2000-02-16;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;235084;Forward;20;101;15
Carrasco, Yannick;Belgium;Slovakia;Group Stage;1;9;84;1;0;0;0;1993-09-04;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;119718;Defender;11;101;86
Casteels, Koen;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;1992-06-25;Nike;Tiempo Legend X Elite;White/Black/Bright Crimson;New;;66763;Goalkeeper;1;101;101
Debast, Zeno;Belgium;Slovakia;Group Stage;1;9;90;1;0;0;0;2003-10-24;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;532091;Defender;2;101;101
Mangala, Orel;Belgium;Slovakia;Group Stage;1;9;57;1;0;0;0;1998-03-18;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;179519;Midfielder;18;101;60
Trossard, Leandro;Belgium;Slovakia;Group Stage;1;9;74;1;0;0;0;1994-12-04;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;116216;Midfielder;9;101;77
Pekarík, Peter;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;0;1986-10-30;Nike;Mercurial Superfly IX Elite;Lemonade/Black;New;;42614;Defender;2;101;101
Duda, Ondrej;Slovakia;Belgium;Group Stage;1;9;89;1;0;0;0;1994-12-05;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;139110;Midfielder;8;101;97
Duris, Dávid;Slovakia;Belgium;Group Stage;1;9;9;0;1;0;0;1999-03-22;Nike;Mercurial Vapor XV Elite;Hyper Turquoise/Fuchsia Dream/Black/White;New;;465867;Forward;20;101;18
Hancko, Dávid;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;0;1997-12-13;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;235093;Defender;16;101;101
Schranz, Ivan;Slovakia;Belgium;Group Stage;1;9;81;1;0;1;0;1993-09-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;112201;Forward;26;101;84
Dúbravka, Martin;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;0;1989-01-15;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;67089;Goalkeeper;1;101;101
Bozeník, Róbert;Slovakia;Belgium;Group Stage;1;9;70;1;0;0;0;1999-11-18;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;204694;Forward;9;101;72
Lobotka, Stanislav;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;1;1994-11-25;Nike;Mercurial Vapor XV Elite Nike By You;Whiteout;New;Customised the boot;101820;Midfielder;22;101;101
Haraslín, Lukás;Slovakia;Belgium;Group Stage;1;9;70;1;0;0;0;1996-05-26;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;173131;Forward;17;101;72
Obert, Adam;Slovakia;Belgium;Group Stage;1;9;1;0;1;0;0;2002-08-23;Nike;Mercurial Vapor XV Elite;White/Baltic Blue/Pink Blast/Indigo Haze;New;;484995;Defender;4;101;5
Kucka, Juraj;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;0;1987-02-26;Mizuno;Morelia Neo IV;White/Radiant Red/Hot Coral;New;;69143;Midfielder;19;101;101
Strelec, David;Slovakia;Belgium;Group Stage;1;9;20;0;1;0;0;2001-04-04;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;Left leg shoe lace changed;456304;Forward;18;101;29
Suslov, Tomás;Slovakia;Belgium;Group Stage;1;9;20;0;1;0;0;2002-06-07;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;502251;Midfielder;7;101;29
Vavro, Denis;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;0;1996-04-10;Nike;Mercurial Vapor XV Elite;Hyper Turquoise/Fuchsia Dream/Black/White;New;;164266;Defender;3;101;101
Skriniar, Milan;Slovakia;Belgium;Group Stage;1;9;90;1;0;0;0;1995-02-11;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;112065;Defender;14;101;101
Marius Marin;Romania;Ukraine;Group Stage;1;10;75;1;0;0;0;1998-08-30;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;243783;Midfielder;6;97;77
Racovitan, Bogdan;Romania;Ukraine;Group Stage;1;10;3;0;1;0;0;2000-06-06;adidas;Copa Pure 2+;Shadow Red/White/Team Solar Yellow;New;;512111;Defender;24;97;8
Burca, Andrei;Romania;Ukraine;Group Stage;1;10;90;1;0;0;0;1993-04-15;Nike;Tiempo Legend IX Elite;Space Purple/White/Off Noir/Pink Blast;New;;234269;Defender;15;97;97
Nita, Florin;Romania;Ukraine;Group Stage;1;10;90;1;0;0;0;1987-07-03;Joma;Propulsion Cup 23;White/Black;New;Shoe ankle removed;101542;Goalkeeper;1;97;97
Stanciu, Nicolae;Romania;Ukraine;Group Stage;1;10;87;1;0;1;1;1993-05-07;Nike;Phantom GT II Elite;Glacier Ice/Black/Yellow Strike;New;;83289;Midfielder;21;97;89
Dragusin, Radu;Romania;Ukraine;Group Stage;1;10;90;1;0;0;0;2002-02-03;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;493125;Defender;3;97;97
Mihaila, Valentin;Romania;Ukraine;Group Stage;1;10;28;0;1;0;0;2000-02-02;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;439185;Midfielder;13;97;33
Bancu, Nicusor;Romania;Ukraine;Group Stage;1;10;90;1;0;0;0;1992-09-18;Puma;Ultra Ultimate;Electric Peppermint/Puma White/Fast Yellow;New;;192152;Defender;11;97;97
